cos_theta_center,cos_theta_det_center,counts,omega
0.8850000000,0.1250000000,0,0.0000000000
0.8850000000,0.1750000000,0,0.0000000000
0.8850000000,0.2250000000,0,0.0000000000
0.8850000000,0.2750000000,14859,0.0002971800
0.8850000000,0.3250000000,61680,0.0012336000
0.8850000000,0.3750000000,37718,0.0007543600
0.8850000000,0.4250000000,30420,0.0006084000
0.8850000000,0.4750000000,27430,0.0005486000
0.8850000000,0.5250000000,25416,0.0005083200
0.8850000000,0.5750000000,24571,0.0004914200
0.8850000000,0.6250000000,24383,0.0004876600
0.8850000000,0.6750000000,24211,0.0004842200
0.8850000000,0.7250000000,24846,0.0004969200
0.8850000000,0.7750000000,27000,0.0005400000
0.8850000000,0.8250000000,30618,0.0006123600
0.8850000000,0.8750000000,37342,0.0007468400
0.8850000000,0.9250000000,66250,0.0013250000
0.8850000000,0.9750000000,27096,0.0005419200
0.8950000000,0.0250000000,0,0.0000000000
0.8950000000,0.0750000000,0,0.0000000000
0.8950000000,0.1250000000,0,0.0000000000
0.8950000000,0.1750000000,0,0.0000000000
0.8950000000,0.2250000000,0,0.0000000000
0.8950000000,0.2750000000,0,0.0000000000
0.8950000000,0.3250000000,64506,0.0012901200
0.8950000000,0.3750000000,45549,0.0009109800
0.8950000000,0.4250000000,33771,0.0006754200
0.8950000000,0.4750000000,29119,0.0005823800
0.8950000000,0.5250000000,26853,0.0005370600
0.8950000000,0.5750000000,25762,0.0005152400
0.8950000000,0.6250000000,25717,0.0005143400
0.8950000000,0.6750000000,25403,0.0005080600
0.8950000000,0.7250000000,26464,0.0005292800
0.8950000000,0.7750000000,28323,0.0005664600
0.8950000000,0.8250000000,32153,0.0006430600
0.8950000000,0.8750000000,40015,0.0008003000
0.8950000000,0.9250000000,85925,0.0017185000
0.8950000000,0.9750000000,2810,0.0000562000
0.9050000000,0.0250000000,0,0.0000000000
0.9050000000,0.0750000000,0,0.0000000000
0.9050000000,0.1250000000,0,0.0000000000
0.9050000000,0.1750000000,0,0.0000000000
0.9050000000,0.2250000000,0,0.0000000000
0.9050000000,0.2750000000,0,0.0000000000
0.9050000000,0.3250000000,37660,0.0007532000
0.9050000000,0.3750000000,61724,0.0012344800
0.9050000000,0.4250000000,38484,0.0007696800
0.9050000000,0.4750000000,31742,0.0006348400
0.9050000000,0.5250000000,28853,0.0005770600
0.9050000000,0.5750000000,27514,0.0005502800
0.9050000000,0.6250000000,26309,0.0005261800
0.9050000000,0.6750000000,26508,0.0005301600
0.9050000000,0.7250000000,27755,0.0005551000
0.9050000000,0.7750000000,29785,0.0005957000
0.9050000000,0.8250000000,33934,0.0006786800
0.9050000000,0.8750000000,43099,0.0008619800
0.9050000000,0.9250000000,84283,0.0016856600
0.9050000000,0.9750000000,0,0.0000000000
0.9150000000,0.0250000000,0,0.0000000000
0.9150000000,0.0750000000,0,0.0000000000
0.9150000000,0.1250000000,0,0.0000000000
0.9150000000,0.1750000000,0,0.0000000000
0.9150000000,0.2250000000,0,0.0000000000
0.9150000000,0.2750000000,0,0.0000000000
0.9150000000,0.3250000000,0,0.0000000000
0.9150000000,0.3750000000,82548,0.0016509600
0.9150000000,0.4250000000,46007,0.0009201400
0.9150000000,0.4750000000,35223,0.0007044600
0.9150000000,0.5250000000,30961,0.0006192200
0.9150000000,0.5750000000,28963,0.0005792600
0.9150000000,0.6250000000,28101,0.0005620200
0.9150000000,0.6750000000,28161,0.0005632200
0.9150000000,0.7250000000,28904,0.0005780800
0.9150000000,0.7750000000,31487,0.0006297400
0.9150000000,0.8250000000,36117,0.0007223400
0.9150000000,0.8750000000,47521,0.0009504200
0.9150000000,0.9250000000,76679,0.0015335800
0.9150000000,0.9750000000,0,0.0000000000
0.9250000000,0.0250000000,0,0.0000000000
0.9250000000,0.0750000000,0,0.0000000000
0.9250000000,0.1250000000,0,0.0000000000
0.9250000000,0.1750000000,0,0.0000000000
0.9250000000,0.2250000000,0,0.0000000000
0.9250000000,0.2750000000,0,0.0000000000
0.9250000000,0.3250000000,0,0.0000000000
0.9250000000,0.3750000000,50949,0.0010189800
0.9250000000,0.4250000000,61895,0.0012379000
0.9250000000,0.4750000000,40360,0.0008072000
0.9250000000,0.5250000000,33852,0.0006770400
0.9250000000,0.5750000000,30952,0.0006190400
0.9250000000,0.6250000000,29817,0.0005963400
0.9250000000,0.6750000000,29816,0.0005963200
0.9250000000,0.7250000000,30885,0.0006177000
0.9250000000,0.7750000000,33223,0.0006644600
0.9250000000,0.8250000000,38590,0.0007718000
0.9250000000,0.8750000000,53607,0.0010721400
0.9250000000,0.9250000000,65608,0.0013121600
0.9250000000,0.9750000000,0,0.0000000000
0.9350000000,0.0250000000,0,0.0000000000
0.9350000000,0.0750000000,0,0.0000000000
0.9350000000,0.1250000000,0,0.0000000000
0.9350000000,0.1750000000,0,0.0000000000
0.9350000000,0.2250000000,0,0.0000000000
0.9350000000,0.2750000000,0,0.0000000000
0.9350000000,0.3250000000,0,0.0000000000
0.9350000000,0.3750000000,1279,0.0000255800
0.9350000000,0.4250000000,88730,0.0017746000
0.9350000000,0.4750000000,48581,0.0009716200
0.9350000000,0.5250000000,38091,0.0007618200
0.9350000000,0.5750000000,34029,0.0006805800
0.9350000000,0.6250000000,32340,0.0006468000
0.9350000000,0.6750000000,31772,0.0006354400
0.9350000000,0.7250000000,33068,0.0006613600
0.9350000000,0.7750000000,35670,0.0007134000
0.9350000000,0.8250000000,42357,0.0008471400
0.9350000000,0.8750000000,65529,0.0013105800
0.9350000000,0.9250000000,48726,0.0009745200
0.9350000000,0.9750000000,0,0.0000000000
0.9450000000,0.0250000000,0,0.0000000000
0.9450000000,0.0750000000,0,0.0000000000
0.9450000000,0.1250000000,0,0.0000000000
0.9450000000,0.1750000000,0,0.0000000000
0.9450000000,0.2250000000,0,0.0000000000
0.9450000000,0.2750000000,0,0.0000000000
0.9450000000,0.3250000000,0,0.0000000000
0.9450000000,0.3750000000,0,0.0000000000
0.9450000000,0.4250000000,49231,0.0009846200
0.9450000000,0.4750000000,70330,0.0014066000
0.9450000000,0.5250000000,44450,0.0008890000
0.9450000000,0.5750000000,37577,0.0007515400
0.9450000000,0.6250000000,35300,0.0007060000
0.9450000000,0.6750000000,34701,0.0006940200
0.9450000000,0.7250000000,35524,0.0007104800
0.9450000000,0.7750000000,38845,0.0007769000
0.9450000000,0.8250000000,47848,0.0009569600
0.9450000000,0.8750000000,94578,0.0018915600
0.9450000000,0.9250000000,10916,0.0002183200
0.9450000000,0.9750000000,0,0.0000000000
0.9550000000,0.0250000000,0,0.0000000000
0.9550000000,0.0750000000,0,0.0000000000
0.9550000000,0.1250000000,0,0.0000000000
0.9550000000,0.1750000000,0,0.0000000000
0.9550000000,0.2250000000,0,0.0000000000
0.9550000000,0.2750000000,0,0.0000000000
0.9550000000,0.3250000000,0,0.0000000000
0.9550000000,0.3750000000,0,0.0000000000
0.9550000000,0.4250000000,0,0.0000000000
0.9550000000,0.4750000000,91410,0.0018282000
0.9550000000,0.5250000000,56449,0.0011289800
0.9550000000,0.5750000000,43604,0.0008720800
0.9550000000,0.6250000000,39759,0.0007951800
0.9550000000,0.6750000000,38298,0.0007659600
0.9550000000,0.7250000000,39209,0.0007841800
0.9550000000,0.7750000000,43889,0.0008777800
0.9550000000,0.8250000000,55261,0.0011052200
0.9550000000,0.8750000000,93362,0.0018672400
0.9550000000,0.9250000000,0,0.0000000000
0.9550000000,0.9750000000,0,0.0000000000
0.9650000000,0.0250000000,0,0.0000000000
0.9650000000,0.0750000000,0,0.0000000000
0.9650000000,0.1250000000,0,0.0000000000
0.9650000000,0.1750000000,0,0.0000000000
0.9650000000,0.2250000000,0,0.0000000000
0.9650000000,0.2750000000,0,0.0000000000
0.9650000000,0.3250000000,0,0.0000000000
0.9650000000,0.3750000000,0,0.0000000000
0.9650000000,0.4250000000,0,0.0000000000
0.9650000000,0.4750000000,28086,0.0005617200
0.9650000000,0.5250000000,94124,0.0018824800
0.9650000000,0.5750000000,53418,0.0010683600
0.9650000000,0.6250000000,45489,0.0009097800
0.9650000000,0.6750000000,42914,0.0008582800
0.9650000000,0.7250000000,44023,0.0008804600
0.9650000000,0.7750000000,50252,0.0010050400
0.9650000000,0.8250000000,71650,0.0014330000
0.9650000000,0.8750000000,68642,0.0013728400
0.9650000000,0.9250000000,0,0.0000000000
0.9650000000,0.9750000000,0,0.0000000000
0.9750000000,0.0250000000,0,0.0000000000
0.9750000000,0.0750000000,0,0.0000000000
0.9750000000,0.1250000000,0,0.0000000000
0.9750000000,0.1750000000,0,0.0000000000
0.9750000000,0.2250000000,0,0.0000000000
0.9750000000,0.2750000000,0,0.0000000000
0.9750000000,0.3250000000,0,0.0000000000
0.9750000000,0.3750000000,0,0.0000000000
0.9750000000,0.4250000000,0,0.0000000000
0.9750000000,0.4750000000,0,0.0000000000
0.9750000000,0.5250000000,69022,0.0013804400
0.9750000000,0.5750000000,83489,0.0016697800
0.9750000000,0.6250000000,56486,0.0011297200
0.9750000000,0.6750000000,51445,0.0010289000
0.9750000000,0.7250000000,52559,0.0010511800
0.9750000000,0.7750000000,62007,0.0012401400
0.9750000000,0.8250000000,113599,0.0022719800
0.9750000000,0.8750000000,11569,0.0002313800
0.9750000000,0.9250000000,0,0.0000000000
0.9750000000,0.9750000000,0,0.0000000000
0.9850000000,0.0250000000,0,0.0000000000
0.9850000000,0.0750000000,0,0.0000000000
0.9850000000,0.1250000000,0,0.0000000000
0.9850000000,0.1750000000,0,0.0000000000
0.9850000000,0.2250000000,0,0.0000000000
0.9850000000,0.2750000000,0,0.0000000000
0.9850000000,0.3250000000,0,0.0000000000
0.9850000000,0.3750000000,0,0.0000000000
0.9850000000,0.4250000000,0,0.0000000000
0.9850000000,0.4750000000,0,0.0000000000
0.9850000000,0.5250000000,0,0.0000000000
0.9850000000,0.5750000000,97017,0.0019403400
0.9850000000,0.6250000000,89538,0.0017907600
0.9850000000,0.6750000000,68238,0.0013647600
0.9850000000,0.7250000000,68682,0.0013736400
0.9850000000,0.7750000000,95041,0.0019008200
0.9850000000,0.8250000000,81752,0.0016350400
0.9850000000,0.8750000000,0,0.0000000000
0.9850000000,0.9250000000,0,0.0000000000
0.9850000000,0.9750000000,0,0.0000000000
0.9950000000,0.0250000000,0,0.0000000000
0.9950000000,0.0750000000,0,0.0000000000
0.9950000000,0.1250000000,0,0.0000000000
0.9950000000,0.1750000000,0,0.0000000000
0.9950000000,0.2250000000,0,0.0000000000
0.9950000000,0.2750000000,0,0.0000000000
0.9950000000,0.3250000000,0,0.0000000000
0.9950000000,0.3750000000,0,0.0000000000
0.9950000000,0.4250000000,0,0.0000000000
0.9950000000,0.4750000000,0,0.0000000000
0.9950000000,0.5250000000,0,0.0000000000
0.9950000000,0.5750000000,0,0.0000000000
0.9950000000,0.6250000000,88569,0.0017713800
0.9950000000,0.6750000000,147246,0.0029449200
0.9950000000,0.7250000000,157317,0.0031463400
0.9950000000,0.7750000000,107916,0.0021583200
0.9950000000,0.8250000000,0,0.0000000000
0.9950000000,0.8750000000,0,0.0000000000
0.9950000000,0.9250000000,0,0.0000000000
0.9950000000,0.9750000000,0,0.0000000000
